epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
119,319.505,1.19037,2.37168,1.43844,0.02416,1.55786,0.32506,0.42222,0.29167,0.17099,0.23372,0.16667,0.11969,0.04354,2.1445,4.2803,2.56269,0.08928,0,0.000667789,0.000667789,0.000667789
120,322.049,1.36115,2.65114,1.51454,0.0295,1.40228,0.58467,0.40127,0.39171,0.1781,0.15531,0.11111,0.10759,0.05051,2.48839,4.25868,2.53527,0.10231,0,0.000662885,0.000662885,0.000662885
121,324.505,1.2359,2.50778,1.09364,0.03025,1.60079,0.46628,0.47778,0.38269,0.17547,0.19185,0.16667,0.11337,0.05521,2.45201,4.23256,2.39244,0.09952,0,0.000657963,0.000657963,0.000657963
122,326.957,1.13191,2.48035,0.96527,0.02709,1.68173,0.5534,0.31227,0.37995,0.19783,0.23354,0.26667,0.12115,0.05621,2.28886,4.23046,2.30241,0.09197,0,0.000653025,0.000653025,0.000653025
123,329.429,1.34294,2.1201,1.09491,0.02897,1.23469,0.31614,0.47778,0.32654,0.18935,0.31436,0.21111,0.20485,0.06468,2.12825,4.21786,2.45594,0.08579,0,0.000648071,0.000648071,0.000648071
124,331.97,1.24662,2.20945,1.19389,0.02455,1.48824,0.81594,0.26136,0.41281,0.19077,0.63593,0.20783,0.21892,0.07721,2.07076,3.93422,2.64706,0.08498,0,0.000643101,0.000643101,0.000643101
125,334.443,1.19112,2.45485,0.89472,0.02164,1.06231,0.50308,0.26667,0.35242,0.17362,0.61229,0.15556,0.17065,0.07073,2.04996,3.72783,2.84251,0.08531,0,0.000638115,0.000638115,0.000638115
126,336.914,1.22933,2.42637,1.28551,0.02737,1.38838,0.69515,0.26105,0.30563,0.17016,0.66117,0.15556,0.17343,0.06893,2.08336,3.63357,2.90086,0.08645,0,0.000633115,0.000633115,0.000633115
127,339.374,1.17028,2.34141,1.25925,0.02336,1.45303,0.65176,0.25768,0.29324,0.15952,0.77097,0.15556,0.18389,0.07671,2.09633,3.575,3.17147,0.08304,0,0.000628101,0.000628101,0.000628101
128,341.85,1.213,2.50162,1.11444,0.02685,1.37067,0.5505,0.21111,0.27664,0.15111,0.5505,0.21111,0.19972,0.08797,2.242,3.67969,2.91626,0.09133,0,0.000623074,0.000623074,0.000623074
129,344.332,1.10775,2.35307,1.01795,0.02489,1.22827,0.59247,0.21111,0.294,0.15695,0.59247,0.21111,0.20035,0.0867,2.25672,3.69904,2.8534,0.09235,0,0.000618034,0.000618034,0.000618034
130,346.871,1.36415,2.20546,1.21054,0.02622,1.32974,0.8302,0.20645,0.3349,0.16445,0.55823,0.21111,0.20778,0.08903,2.31413,3.75048,2.81744,0.09476,0,0.000612981,0.000612981,0.000612981
131,349.299,1.17236,2.10787,1.07129,0.0251,1.33131,0.51085,0.21111,0.31064,0.16126,0.51085,0.21111,0.20977,0.08882,2.36105,3.76484,2.80748,0.09634,0,0.000607916,0.000607916,0.000607916
132,351.836,1.28137,2.5357,1.18795,0.02564,1.33932,0.37258,0.36667,0.34446,0.16173,0.94686,0.15556,0.21057,0.08813,2.34033,3.7884,2.92422,0.09449,0,0.00060284,0.00060284,0.00060284
133,354.225,1.33343,2.47775,1.30645,0.02444,1.44846,0.58434,0.36667,0.3701,0.17221,0.67147,0.19836,0.22022,0.08921,2.45331,3.78596,2.74307,0.1013,0,0.000597754,0.000597754,0.000597754
134,356.656,1.35013,1.94224,1.04777,0.02754,0.93715,0.65593,0.36667,0.38121,0.18149,0.4174,0.21111,0.20165,0.09131,2.19396,3.84963,3.03924,0.08872,0,0.000592657,0.000592657,0.000592657
135,359.173,1.21357,2.09831,1.09222,0.02466,1.35511,0.62645,0.35088,0.377,0.19859,0.42738,0.21111,0.19161,0.08121,2.08623,3.90792,3.10607,0.08358,0,0.000587551,0.000587551,0.000587551
136,361.675,1.21237,2.23277,1.05543,0.02176,1.33173,0.45988,0.26667,0.28363,0.16056,0.36251,0.21111,0.15052,0.04917,2.32687,4.00268,2.46354,0.09571,0,0.000582435,0.000582435,0.000582435
137,364.179,1.34047,2.42206,1.18093,0.03044,1.4567,0.58903,0.21111,0.29378,0.15925,0.28773,0.21111,0.15045,0.04912,2.29289,4.08613,2.48171,0.09386,0,0.000577311,0.000577311,0.000577311
138,366.622,1.39862,2.34877,1.58625,0.02682,1.36628,0.64695,0.37085,0.4437,0.18178,0.24317,0.26667,0.17648,0.05209,2.44938,4.00654,2.09982,0.0997,0,0.000572179,0.000572179,0.000572179
139,369.153,1.11468,2.072,1.02011,0.02177,0.90919,0.54079,0.37778,0.43631,0.15675,0.26842,0.21111,0.14883,0.03468,2.45204,4.07511,2.24944,0.09838,0,0.00056704,0.00056704,0.00056704
140,371.648,1.22565,2.17915,0.9665,0.02286,0.99464,0.3326,0.32222,0.28583,0.14298,0.23778,0.21111,0.151,0.03723,2.38326,4.1508,2.20788,0.0986,0,0.000561894,0.000561894,0.000561894
141,374.099,1.14403,2.20555,1.09223,0.02184,0.98796,0.50539,0.32222,0.29645,0.12698,0.24211,0.21111,0.10556,0.04003,2.23082,4.105,2.29276,0.09208,0,0.000556742,0.000556742,0.000556742
142,376.566,1.26498,2.1444,1.10633,0.02625,1.23841,0.588,0.32222,0.32306,0.19005,0.83957,0.15556,0.18197,0.0745,2.33306,4.22533,2.15362,0.09713,0,0.000551584,0.000551584,0.000551584
143,379.023,1.15826,2.04061,0.98487,0.02396,1.15914,0.44551,0.26667,0.30306,0.18823,0.83087,0.15556,0.18459,0.06552,2.14672,4.13379,2.22913,0.08934,0,0.000546421,0.000546421,0.000546421
144,382.284,1.08113,2.32017,0.99545,0.02132,1.30645,0.41661,0.47846,0.4563,0.23731,0.7393,0.15556,0.17926,0.07088,2.13704,4.18848,2.23438,0.09051,0,0.000541253,0.000541253,0.000541253
145,384.657,1.19323,2.07237,1.07062,0.02257,1.23031,0.46724,0.4372,0.42457,0.23713,0.69649,0.15556,0.17907,0.06172,2.18428,4.23406,2.21465,0.09226,0,0.000536081,0.000536081,0.000536081
146,387.159,1.2488,2.3835,1.2116,0.02385,1.15734,0.38242,0.42222,0.30511,0.17996,0.19252,0.15556,0.128,0.02118,2.19157,4.2677,2.30682,0.08992,0,0.000530906,0.000530906,0.000530906
147,389.528,1.21786,1.87314,0.98335,0.02418,0.88029,0.54561,0.40966,0.37383,0.18471,0.03355,0.05556,0.03707,0.01343,2.22767,4.28797,2.26763,0.08947,0,0.000525728,0.000525728,0.000525728
148,392.083,1.10529,2.1716,0.94424,0.02589,1.0657,0.55072,0.35802,0.35609,0.15683,0.08331,0.11111,0.04711,0.0198,2.23749,4.23474,2.30403,0.08646,0,0.000520548,0.000520548,0.000520548
149,394.55,1.14074,2.08936,1.0714,0.02196,1.3405,0.53104,0.3427,0.3478,0.14868,0.13275,0.11111,0.05286,0.01509,2.02262,4.16886,2.65713,0.07587,0,0.000515366,0.000515366,0.000515366
150,397.009,1.17493,2.2153,1.06892,0.02375,1.21139,0.27054,0.26667,0.31443,0.15097,0.19124,0.11111,0.09838,0.05474,2.04269,4.07379,2.59864,0.078,0,0.000510184,0.000510184,0.000510184
151,399.45,1.12033,2.09034,0.97002,0.02121,0.98766,0.47208,0.26667,0.31335,0.16356,0.19424,0.11111,0.09624,0.0576,2.0176,3.98469,2.61082,0.07753,0,0.000505,0.000505,0.000505
152,402.019,1.27104,2.29462,1.07918,0.02251,1.25414,0.51898,0.26028,0.31279,0.18044,0.53248,0.21111,0.20714,0.06781,1.97857,3.79497,2.61132,0.07681,0,0.000499816,0.000499816,0.000499816
153,404.528,1.19564,2.46799,1.06831,0.02518,1.47054,0.50584,0.26667,0.33113,0.18682,0.75547,0.20766,0.22942,0.08269,1.96815,3.75228,2.52731,0.0771,0,0.000494634,0.000494634,0.000494634
154,406.986,1.13292,2.3061,1.05576,0.02466,1.2859,0.55284,0.26667,0.3599,0.19021,0.55284,0.26667,0.29548,0.07639,2.11565,3.72419,2.32882,0.08332,0,0.000489452,0.000489452,0.000489452
155,409.407,1.10272,1.93799,0.93014,0.02291,1.16685,0.58898,0.35315,0.41675,0.22073,0.46309,0.26375,0.25982,0.07824,2.16647,3.71724,2.30318,0.08637,0,0.000484272,0.000484272,0.000484272
156,411.959,1.15195,2.21803,1.0272,0.0246,1.17552,0.50251,0.37778,0.42708,0.21838,0.3468,0.19671,0.17399,0.06916,1.98485,3.72611,2.33012,0.07956,0,0.000479094,0.000479094,0.000479094
157,414.384,1.15963,2.46714,1.16854,0.02258,1.47673,0.44591,0.43333,0.43765,0.22446,0.34938,0.21111,0.17101,0.06474,1.83418,3.71638,2.49585,0.07134,0,0.000473919,0.000473919,0.000473919
158,416.913,1.05868,2.15827,0.86231,0.02021,1.1038,0.43958,0.37778,0.4226,0.21255,0.23646,0.206,0.14713,0.05322,1.87217,3.78849,2.45508,0.07172,0,0.000468747,0.000468747,0.000468747
159,419.35,1.2057,2.31181,0.87742,0.02415,0.98225,0.46053,0.37778,0.43616,0.20252,0.24808,0.21111,0.14853,0.04016,2.1451,3.86281,2.07519,0.08331,0,0.000463579,0.000463579,0.000463579
160,421.962,1.09564,2.35356,1.10145,0.01992,1.31542,0.43125,0.38143,0.43063,0.18874,0.3291,0.21111,0.16089,0.03107,1.99205,3.9005,2.37448,0.07903,0,0.000458416,0.000458416,0.000458416
161,424.379,0.99244,2.15892,0.90841,0.02122,1.09392,0.41433,0.41603,0.42508,0.18764,0.29568,0.15556,0.14795,0.02728,2.03461,3.95916,2.3841,0.08212,0,0.000453258,0.000453258,0.000453258
